id,bed,bird,cat,dog,down,eight,five,four,go,happy,house,left,marvin,nine,no,off,on,one,right,seven,sheila,six,stop,three,tree,two,up,wow,yes,zero
0,3.5890296,4.20189,3.76084,3.3670497,3.3151317,4.111298,3.7621417,3.6085818,3.5499284,3.4982624,3.6491635,3.667123,3.9266076,3.7749958,3.989521,3.8841388,3.9416637,4.0724463,3.648284,4.4518814,3.5181916,3.5253866,3.7326386,3.1826146,3.6653779,4.161174,4.113592,3.9746625,3.5966947,3.9479399
1,3.593099,4.2059407,3.7599285,3.369672,3.313306,4.1147532,3.7646532,3.6078548,3.5471258,3.496007,3.6465,3.664442,3.926676,3.7760978,3.9886737,3.885036,3.936629,4.076463,3.6440003,4.4546328,3.5184958,3.5266304,3.731234,3.178904,3.6678596,4.1663203,4.11217,3.979651,3.5941575,3.950176
2,3.591394,4.205551,3.7597377,3.3717623,3.312712,4.1119847,3.763742,3.6038508,3.5472212,3.4920285,3.647797,3.6652849,3.9270225,3.772639,3.9878864,3.8845184,3.9392066,4.074021,3.645519,4.4493904,3.51738,3.5271304,3.7341766,3.1771374,3.6644878,4.160912,4.112293,3.9783278,3.5933444,3.953772
3,3.5974777,4.210583,3.7619128,3.3712354,3.3132675,4.116737,3.764751,3.6085992,3.5440109,3.4947727,3.6486056,3.6635292,3.926172,3.779252,3.9897923,3.8848932,3.935601,4.0796475,3.6426387,4.460463,3.5196593,3.528547,3.7295988,3.1766236,3.671074,4.171773,4.111867,3.9833188,3.5940132,3.9521608
4,3.5954747,4.2092104,3.7618465,3.371256,3.313299,4.115179,3.7642388,3.6074927,3.5451484,3.494172,3.6493506,3.6642604,3.9263995,3.777378,3.9897823,3.8846033,3.9371397,4.077963,3.6438227,4.4574656,3.519074,3.5284011,3.7311103,3.177099,3.6691449,4.1687684,4.1120977,3.9815843,3.5939772,3.9527638
5,3.5908713,4.2048583,3.7600446,3.3702853,3.3130555,4.112379,3.763815,3.605457,3.5478718,3.4936905,3.6477387,3.6654356,3.9266944,3.7736156,3.9879208,3.8847554,3.9390543,4.0739245,3.645711,4.450776,3.5173914,3.5265017,3.7333953,3.1786222,3.6652136,4.162114,4.112629,3.9777787,3.5943942,3.9520135
6,3.5970135,4.2098265,3.762518,3.3700092,3.3140798,4.116632,3.7643187,3.6099317,3.5447428,3.4964437,3.6491773,3.6642845,3.926118,3.7800634,3.9904542,3.8847573,3.9365048,4.0793333,3.643581,4.4613686,3.520195,3.5281806,3.7291145,3.178156,3.6714568,4.171905,4.1124625,3.982505,3.5950425,3.9509704
7,3.602467,4.216359,3.7626784,3.3755317,3.3116348,4.118532,3.7652268,3.6061184,3.5394228,3.4902902,3.6504545,3.6609414,3.9258642,3.7802403,3.9908762,3.8843317,3.9330297,4.083725,3.639735,4.4636455,3.5198772,3.531774,3.7291167,3.171028,3.6731398,4.1764383,4.110239,3.9884079,3.5909345,3.9569645
8,3.5943525,4.207466,3.761467,3.3702707,3.314138,4.1141186,3.7632847,3.6081958,3.5461662,3.495819,3.649691,3.6649332,3.9267273,3.7771738,3.990034,3.884384,3.9384913,4.076861,3.6450098,4.4565625,3.5189812,3.5279438,3.731369,3.1785626,3.6683688,4.167127,4.1122003,3.9798777,3.5946708,3.9510734
9,3.5884762,4.2016444,3.76115,3.3666642,3.3150296,4.1116548,3.7629485,3.6084342,3.5507588,3.498096,3.6481888,3.6679316,3.9266813,3.7746735,3.989252,3.884289,3.9416833,4.072091,3.6485403,4.4510193,3.5189288,3.5247297,3.7326949,3.183015,3.6652913,4.160293,4.1142263,3.9746745,3.5969245,3.9486227
